,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
8496,772306383,Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,1462,0,1462,0.602,2299,42,0.312,0
8497,714469008,Existing Customer,40,F,2,Unknown,Single,$40K - $60K,Blue,29,1,3,3,2351,1337,1014,0.613,5115,84,0.787,0.569
8498,812446158,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719,0,1719,0.579,4869,65,0.512,0
8499,779401233,Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,0,1438.3,0,1438.3,0.61,5216,78,0.66,0
8500,784994883,Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516,2378,138,1.033,4746,75,0.875,0.945
8501,721080183,Existing Customer,33,F,5,Graduate,Single,$40K - $60K,Blue,24,10,9,17,4565,0,6480,2,19065,262,3,0
8502,712572858,Existing Customer,38,M,13,High School,Single,$80K - $120K,Blue,31,3,5,17,17682,3105,3702,1,12735,240,2,2
8503,719759733,Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852,0,1852,0.902,2851,49,0.75,0
8504,780371433,Existing Customer,35,F,10,Graduate,Married,Unknown,Blue,30,10,13,17,3122,11871,1758,2,19527,265,2,3
8505,822170733,Attrited Customer,45,F,14,College,Single,Less than $40K,Blue,148,18,7,10,19021,3751,1085,3,11703,34,4,2
8506,708224133,Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228,1480,748,0.533,4431,71,0.651,0.664
8507,719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626,795,2831,0.896,2954,42,0.556,0.219
8508,780633483,Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,57,10,9,6,2051,7674,1184,2,20507,259,3,3
8509,771356508,Existing Customer,41,F,26,Graduate,Married,Less than $40K,Blue,34,10,13,6,2491,11411,967,2,18598,227,3,3
8510,823629333,Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,38,1,4,1,2444,0,2444,0.788,4220,50,1.174,0
8511,712961658,Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335,2238,1097,0.644,5321,78,0.95,0.671
8512,710464683,Existing Customer,45,F,16,Post-Graduate,Married,Less than $40K,Blue,134,8,4,4,2452,6105,3232,5,24759,79,1,1
8513,716688183,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,46,6,14,17,8626,2622,331,1,9567,240,1,4
8514,789082758,Existing Customer,40,F,9,High School,Married,Less than $40K,Blue,30,1,14,17,14164,2864,2464,1,16557,479,2,2
8515,709140858,Existing Customer,57,F,7,College,Single,Less than $40K,Blue,170,3,7,5,8679,1484,625,4,24916,52,3,2
8516,822127008,Existing Customer,50,F,5,Post-Graduate,Married,Unknown,Blue,192,8,3,2,17403,1765,101095,4,19312,70,1,0
8517,720496158,Existing Customer,53,M,0,Unknown,Single,$60K - $80K,Blue,42,1,2,0,13409,1168,12241,0.625,4031,82,0.745,0.087
8518,774588633,Existing Customer,45,F,16,Graduate,Single,Less than $40K,Blue,47,10,9,17,1345,0,1909,2,20366,268,3,0
8519,788465583,Existing Customer,42,F,10,College,Single,$40K - $60K,Blue,127,6,7,15,31810,2344,4070,5,14763,33,4,1
8520,741517458,Attrited Customer,49,F,21,Graduate,Married,Less than $40K,Blue,51,10,18,17,2407,14835,77,1,7745,128,2,5
8521,709935708,Existing Customer,55,F,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,3391,1696,1695,0.537,4291,77,0.711,0.5
8522,721112508,Existing Customer,48,F,16,Graduate,Married,Less than $40K,Blue,48,10,13,6,4953,0,7031,2,19978,256,2,0
8523,720734583,Existing Customer,44,F,10,Post-Graduate,Married,Less than $40K,Blue,134,4,4,6,2284,4480,5283,5,22366,73,1,1
8524,772286658,Attrited Customer,63,M,5,Graduate,Single,$60K - $80K,Blue,63,30,18,17,13391,14776,15683,1,8609,179,2,1
8525,807149058,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,1,1,3,2876,1628,1248,0.631,4752,80,0.739,0.566
8526,771045708,Attrited Customer,41,F,26,Graduate,Married,Less than $40K,Blue,34,10,13,17,1406,5717,709,2,11576,163,4,3
8527,711733308,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839,0,1839,0.782,4930,91,0.784,0
8528,710518308,Existing Customer,54,F,6,Doctorate,Married,Less than $40K,Blue,174,6,20,3,5379,0,8652,1,5978,324,1,0
8529,716586408,Existing Customer,48,F,16,Graduate,Unknown,Less than $40K,Blue,43,5,4,17,4534,6024,5080,1,17304,275,2,1
8530,713152383,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840,2517,323,0.591,4405,82,0.864,0.886
8531,771935283,Existing Customer,47,F,21,Graduate,Single,$40K - $60K,Blue,43,5,9,6,2783,11358,1393,2,21561,281,2,3
8532,720460083,Attrited Customer,45,F,4,Unknown,Single,Unknown,Gold,27,1,2,3,34516,0,34516,0.331,2198,42,0.355,0
8533,825838908,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,1,5,1,1961,0,1961,0.631,4846,92,0.84,0
8534,709082808,Existing Customer,53,F,9,High School,Married,Less than $40K,Blue,39,3,14,12,11170,2065,2200,1,16926,506,2,2
8535,710937783,Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,3,2772,2414,358,0.805,5313,68,1.194,0.871
8536,789540108,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832,1819,1013,0.674,4761,75,0.744,0.642
8537,709824633,Existing Customer,44,F,17,High School,Single,Less than $40K,Blue,38,3,24,17,8041,2371,406,1,16833,426,2,3
8538,717874533,Attrited Customer,46,M,9,High School,Single,$40K - $60K,Blue,39,7,9,12,32960,0,14610,1,6542,272,2,0
8539,712571883,Existing Customer,40,M,16,Graduate,Divorced,Less than $40K,Silver,43,5,13,11,10666,9772,12941,2,19329,185,2,1
8540,716926758,Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,27,2,6,2,1965,0,1965,0.608,4268,91,0.857,0
8541,716181858,Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622,0,1622,0.709,4633,67,0.634,0
8542,779613933,Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736,1319,417,0.667,5045,86,0.755,0.76
8543,712136058,Attrited Customer,54,F,7,College,Single,Unknown,Blue,130,3,7,15,44359,0,7552,4,12882,32,2,0
8544,709678608,Existing Customer,49,M,17,High School,Married,$80K - $120K,Blue,39,3,14,17,125664,1855,53231,1,14191,367,2,0
8545,714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915,1445,470,0.374,2264,39,0.56,0.755
8546,719953383,Existing Customer,38,F,14,College,Single,Less than $40K,Blue,98,6,7,15,7228,0,1231,4,22245,50,3,0
8547,718795083,Existing Customer,44,F,10,Graduate,Married,Unknown,Blue,31,10,4,17,1875,6071,1295,2,22057,272,2,2
8548,720503508,Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,5594,1235,4359,0.549,5220,75,0.829,0.221
8549,770762133,Existing Customer,52,F,13,High School,Married,Unknown,Blue,41,3,5,12,18159,4339,2269,1,16733,421,2,3
8550,713555133,Attrited Customer,56,F,13,High School,Unknown,Less than $40K,Blue,47,6,14,12,8636,1026,2462,1,8058,213,1,1
8551,711232608,Attrited Customer,47,F,21,High School,Single,Less than $40K,Blue,39,3,14,12,8476,0,3757,1,7429,186,1,0
8552,780322908,Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,38,1,2,3,3281,911,2370,0.665,4431,67,1.094,0.278
8553,708207783,Existing Customer,50,F,13,High School,Single,Less than $40K,Blue,45,1,14,12,7652,0,3392,1,15557,426,2,0
8554,719590458,Attrited Customer,44,F,21,Graduate,Married,Less than $40K,Blue,43,30,13,17,1781,0,2528,2,12894,147,2,0
8555,778679883,Existing Customer,39,M,10,Graduate,Single,$60K - $80K,Blue,23,5,9,6,5746,0,8157,1,15064,243,2,0
8556,780230208,Existing Customer,53,M,7,College,Married,$40K - $60K,Blue,145,6,7,0,13428,2390,914,3,23230,47,5,2
8557,827703258,Existing Customer,42,M,17,High School,Married,$60K - $80K,Blue,41,3,9,12,69557,0,30832,1,15537,351,2,0
8558,807379833,Attrited Customer,48,M,16,Graduate,Divorced,$40K - $60K,Blue,52,10,13,17,8511,855,11890,2,10592,109,1,0
8559,711178383,Existing Customer,47,M,10,Post-Graduate,Married,$80K - $120K,Blue,146,4,4,2,27252,3347,157217,4,18403,57,1,0
8560,712203333,Existing Customer,51,M,16,Graduate,Married,$80K - $120K,Blue,47,5,9,6,6627,10315,7084,1,19387,243,2,1
8561,709261383,Existing Customer,56,F,16,Graduate,Married,$40K - $60K,Blue,43,10,13,11,1750,3896,1607,2,20540,259,3,2
8562,715829358,Existing Customer,33,F,14,College,Married,$40K - $60K,Blue,94,3,4,15,14443,3751,305,4,23366,56,3,3
8563,713213133,Existing Customer,36,M,10,Graduate,Single,$40K - $60K,Blue,43,10,9,6,6323,9784,6772,1,20548,243,3,1
8564,778860783,Attrited Customer,57,M,2,Unknown,Divorced,$120K +,Blue,38,1,2,4,24379,1116,23263,0.62,2836,41,0.281,0.046
8565,779442783,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,25,5,9,6,2680,8045,1993,1,18370,284,2,2
8566,780008358,Attrited Customer,59,M,0,Uneducated,Unknown,$60K - $80K,Blue,48,2,6,2,13172,0,13172,0.876,2598,47,0.621,0
8567,721274208,Attrited Customer,41,F,9,High School,Single,Less than $40K,Blue,39,6,14,17,11403,3627,223,1,8004,202,1,4
8568,714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,69,6,2,10,16388,3751,637,3,11995,34,4,3
8569,788791383,Existing Customer,39,F,13,High School,Married,$40K - $60K,Blue,23,1,9,6,26044,0,11544,1,16122,373,2,0
8570,709459608,Existing Customer,47,F,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811,0,1811,0.61,5390,87,0.776,0
8571,711560058,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,39,3,14,12,12771,2300,2597,1,15976,442,2,2
8572,717657333,Existing Customer,43,F,16,Graduate,Single,Less than $40K,Blue,43,5,13,17,7090,10810,7631,2,19767,208,2,1
8573,812218908,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065,2517,1548,0.957,2899,51,0.821,0.619
8574,787482033,Attrited Customer,60,M,4,High School,Divorced,$80K - $120K,Blue,52,1,24,17,149879,0,66436,1,7483,144,1,0
8575,779141658,Existing Customer,48,M,21,Graduate,Married,$80K - $120K,Blue,40,5,13,11,4640,12466,3780,2,20618,249,2,2
8576,813810333,Attrited Customer,50,M,16,Post-Graduate,Married,$60K - $80K,Blue,188,24,6,6,1843,0,11057,6,11998,48,2,0
8577,789613083,Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,3,1943,0,1943,0.494,5108,81,0.884,0
8578,794540883,Existing Customer,56,F,5,Post-Graduate,Married,$40K - $60K,Blue,159,4,3,2,3134,4205,10901,4,21199,78,2,0
8579,811889808,Existing Customer,43,M,16,Graduate,Married,$80K - $120K,Blue,46,15,22,6,21932,13586,28074,1,30083,265,2,0
8580,720509433,Existing Customer,51,F,7,College,Single,Less than $40K,Blue,112,6,2,15,11588,2425,581,3,18404,44,5,2
8581,715091208,Existing Customer,42,M,13,High School,Married,$80K - $120K,Blue,39,3,14,17,94171,1450,39811,1,28295,501,2,0
8582,719269308,Existing Customer,49,F,10,Graduate,Unknown,Less than $40K,Blue,43,15,4,17,3040,14835,975,2,30657,288,2,4
8583,718200333,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,41,3,3,0,2894,2117,777,0.79,7471,87,0.673,0.732
8584,713487633,Existing Customer,44,M,16,Post-Graduate,Married,$80K - $120K,Blue,134,12,6,4,31044,5187,176509,4,34013,81,1,0
8585,789363408,Existing Customer,44,M,13,High School,Married,$120K +,Silver,37,4,5,12,178819,4339,73483,1,24688,442,1,0
8586,713916708,Existing Customer,53,M,16,Graduate,Single,$120K +,Gold,52,15,4,17,32269,14352,42576,2,32062,313,2,0
8587,823833483,Existing Customer,41,M,16,Graduate,Single,$40K - $60K,Blue,44,15,13,11,7329,9100,8354,2,32666,265,3,1
8588,717756258,Existing Customer,49,M,2,Unknown,Married,$120K +,Blue,38,3,6,3,16494,1158,15336,0.692,7761,84,0.647,0.07
8589,712879158,Existing Customer,49,M,4,High School,Married,$60K - $80K,Gold,39,3,9,17,32245,3795,9239,1,25572,373,2,1
8590,709474683,Existing Customer,42,F,10,College,Married,Less than $40K,Blue,47,9,4,15,30544,2202,3936,4,41146,60,2,1
8591,772313358,Existing Customer,50,M,13,High School,Single,$80K - $120K,Blue,42,4,14,12,110464,3821,43876,1,28896,485,1,0
8592,711856683,Existing Customer,51,M,16,Post-Graduate,Married,$40K - $60K,Blue,150,8,4,6,1430,3654,1711,4,32633,71,1,1
8593,718530258,Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,2,1986,1411,575,0.799,7249,86,0.509,0.71
8594,716288208,Existing Customer,48,M,16,Graduate,Single,$60K - $80K,Blue,43,10,4,6,14601,0,20727,2,31198,246,2,0
8595,718712583,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,1,34496,1665,32831,0.883,8092,80,0.667,0.048
8596,806432433,Existing Customer,40,F,9,High School,Single,$40K - $60K,Blue,38,3,5,12,13180,2953,1908,1,26613,469,1,3
8597,720074583,Existing Customer,42,M,5,Graduate,Unknown,$80K - $120K,Blue,43,10,4,11,4455,8935,4312,2,30500,243,2,2
8598,768848658,Existing Customer,43,F,3,Unknown,Single,Unknown,Blue,37,2,3,1,16583,1797,14786,0.889,7823,87,0.673,0.108
8599,709895508,Existing Customer,42,M,16,Graduate,Married,Less than $40K,Blue,43,10,9,6,5752,5741,6873,2,30723,294,2,1
8600,711542358,Existing Customer,42,F,17,High School,Married,Less than $40K,Gold,39,3,14,12,82825,2046,33987,1,24834,469,1,0
8601,718773333,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,40,3,2,2,5139,1799,3340,0.94,7548,89,0.618,0.35
8602,816832383,Existing Customer,61,F,4,High School,Single,Less than $40K,Blue,60,4,9,12,17723,3907,2652,1,23043,399,2,3
8603,714042108,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000,1013,9987,0.697,7302,86,0.654,0.092
8604,714664683,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,3,2490,0,2490,0.835,8178,91,0.596,0
8605,713894358,Existing Customer,51,M,10,Post-Graduate,Unknown,$80K - $120K,Gold,192,8,4,4,31044,2336,181868,4,35016,87,1,0
8606,715436883,Existing Customer,48,F,16,Post-Graduate,Married,Less than $40K,Blue,150,8,3,2,2240,4541,4900,4,34262,77,1,1
8607,715260558,Existing Customer,44,F,17,High School,Single,$40K - $60K,Blue,39,4,9,12,10646,0,4719,1,25509,426,2,0
8608,713664258,Existing Customer,56,M,2,Unknown,Single,$40K - $60K,Blue,48,2,2,1,14344,2014,12330,0.726,7359,85,0.574,0.14
8609,713364783,Existing Customer,42,F,5,Post-Graduate,Single,Less than $40K,Blue,117,12,4,0,3106,2899,13183,5,35988,76,1,0
8610,718078008,Existing Customer,40,M,7,College,Divorced,$60K - $80K,Blue,130,9,4,5,102034,0,17371,4,36526,54,3,0
8611,798546408,Existing Customer,61,F,3,College,Single,Less than $40K,Blue,199,6,7,10,41625,2152,5851,4,36813,66,3,1
8612,779018508,Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,2082,9236,0.733,7179,93,0.632,0.184
8613,802668333,Attrited Customer,49,M,10,Graduate,Single,$80K - $120K,Blue,52,10,13,17,2229,11311,617,1,14514,160,2,4
8614,718320933,Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919,2347,9572,0.842,8257,96,0.574,0.197
8615,789016983,Existing Customer,45,F,13,High School,Married,Less than $40K,Blue,34,3,24,6,15273,1669,4547,1,26041,458,1,1
8616,713907633,Existing Customer,43,M,10,College,Unknown,$60K - $80K,Blue,130,6,2,10,27122,1885,3535,3,37973,53,3,1
8617,708474333,Existing Customer,42,M,16,Graduate,Married,$60K - $80K,Blue,35,15,13,6,11494,14835,12975,2,32674,278,2,1
8618,778894233,Existing Customer,42,M,21,High School,Unknown,$80K - $120K,Blue,25,4,9,17,37576,0,16656,1,25246,442,2,0
8619,717244683,Existing Customer,43,F,10,College,Married,Unknown,Blue,130,9,7,15,110165,2186,17500,3,36112,56,3,0
8620,711410958,Existing Customer,40,M,13,High School,Married,$60K - $80K,Blue,30,3,9,17,69692,4339,25111,1,25203,367,2,1
8621,799711833,Existing Customer,50,F,10,College,Married,Unknown,Blue,159,6,2,15,124302,3421,19198,4,38553,60,3,0
8622,714047733,Existing Customer,53,F,16,Graduate,Single,$40K - $60K,Blue,54,10,9,6,4620,12489,3747,2,30831,272,2,2
8623,710061783,Attrited Customer,49,M,5,Graduate,Married,$40K - $60K,Blue,48,30,4,23,13998,0,19871,2,18668,188,1,0
8624,711082908,Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719,1303,18416,0.91,8385,97,0.565,0.066
8625,721190358,Existing Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,29,2,2,2,29690,2517,27173,0.769,7640,86,0.564,0.085
8626,712760208,Existing Customer,42,F,21,Graduate,Married,Unknown,Blue,37,15,9,6,6311,7026,7378,2,32736,297,2,1
8627,751563933,Existing Customer,43,F,13,High School,Married,Less than $40K,Blue,39,4,14,12,49134,4226,16151,1,24073,506,1,1
8628,815498733,Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333,1848,2485,0.634,7643,85,0.771,0.426
8629,718433508,Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,2481,2119,362,0.801,8097,88,0.63,0.854
8630,720935658,Existing Customer,57,F,21,Post-Graduate,Single,Less than $40K,Blue,188,8,3,6,2751,5006,7096,4,34217,79,1,1
8631,714754533,Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,219,17,10,5,110186,4210,167339,2,11527,331,1,0
8632,714713508,Existing Customer,49,M,6,Doctorate,Divorced,$80K - $120K,Blue,179,17,15,2,80376,3943,120019,2,11274,331,1,0
8633,715038033,Existing Customer,61,M,5,Graduate,Single,Less than $40K,Blue,65,15,13,6,6702,3707,8680,2,33955,256,2,0
8634,809169858,Existing Customer,62,M,10,Graduate,Single,$60K - $80K,Blue,67,10,13,11,17038,8151,22350,2,31938,297,2,0
8635,718379358,Existing Customer,39,M,1,Unknown,Single,$80K - $120K,Silver,28,3,1,3,34516,2017,32499,0.93,8453,90,0.731,0.058
8636,779456508,Existing Customer,52,M,10,Graduate,Divorced,$60K - $80K,Blue,41,10,4,6,4500,0,6388,2,30901,291,2,0
8637,708907833,Existing Customer,38,F,4,High School,Single,Unknown,Blue,29,3,9,12,129338,4339,51550,1,26147,447,2,0
8638,708693558,Existing Customer,50,F,13,High School,Single,Less than $40K,Silver,41,4,9,12,65117,3736,23887,1,24412,506,2,1
8639,718665933,Existing Customer,43,M,3,Unknown,Divorced,$120K +,Blue,30,3,1,2,34516,2517,31999,0.77,7437,86,0.623,0.073
8640,816073983,Existing Customer,53,F,7,College,Single,Less than $40K,Blue,174,6,4,10,41504,1761,6055,4,38783,56,3,0
8641,715851333,Existing Customer,42,M,17,High School,Married,$60K - $80K,Blue,29,3,14,12,71515,3281,27330,1,24518,517,1,1
8642,712884408,Existing Customer,43,F,4,High School,Single,Unknown,Blue,32,4,9,0,29530,3283,8717,1,26390,506,2,1
8643,715404783,Existing Customer,43,F,21,Graduate,Married,Less than $40K,Blue,42,15,13,0,6028,8629,6614,1,31186,281,2,1
8644,773356008,Existing Customer,57,M,10,Post-Graduate,Divorced,$60K - $80K,Blue,213,8,4,6,4928,3444,23091,5,35331,77,1,0
8645,789525408,Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749,1594,2155,0.738,7990,89,0.534,0.425
8646,721212258,Existing Customer,48,M,17,High School,Single,$120K +,Blue,43,3,14,17,156511,3355,64906,1,24608,469,1,0
8647,719625933,Existing Customer,41,M,16,Graduate,Married,$120K +,Blue,43,10,9,6,5429,6737,6190,2,33062,307,1,1
8648,714304458,Existing Customer,44,M,13,High School,Married,$60K - $80K,Blue,39,3,9,6,18677,0,8279,1,22604,415,2,0
8649,819975183,Existing Customer,44,F,14,College,Single,$40K - $60K,Silver,141,6,2,15,85818,3247,12746,4,36024,47,3,0
8650,785515533,Existing Customer,43,F,7,College,Married,Less than $40K,Blue,134,9,7,5,27036,1992,3459,4,43608,59,3,1
8651,720712533,Existing Customer,51,M,16,Graduate,Married,$80K - $120K,Gold,43,10,4,17,32269,4485,44798,2,30992,281,2,0
8652,709861008,Existing Customer,47,M,21,Post-Graduate,Married,$80K - $120K,Blue,125,12,4,2,24932,6929,136560,4,37817,79,1,0
8653,713911233,Existing Customer,47,F,9,Doctorate,Single,$40K - $60K,Silver,194,17,10,2,58550,2318,88730,2,10911,324,1,0
8654,712580958,Existing Customer,38,M,4,High School,Single,$120K +,Blue,32,3,5,6,143569,3672,58747,1,24595,485,2,0
8655,719473458,Existing Customer,46,M,13,High School,Single,$40K - $60K,Blue,45,4,9,6,42923,2343,15905,1,23950,447,2,1
8656,711764733,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Silver,36,3,2,3,19704,0,19704,0.682,7766,81,0.62,0
8657,794124708,Existing Customer,47,M,10,Graduate,Unknown,$80K - $120K,Blue,49,10,9,11,19937,12949,25386,1,29149,220,3,0
8658,780707733,Existing Customer,41,M,5,Graduate,Married,$80K - $120K,Blue,36,15,13,11,32269,12431,43009,2,28235,278,2,0
8659,780620883,Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045,1293,5752,0.628,7381,98,0.607,0.184
8660,720849708,Existing Customer,44,M,21,Graduate,Single,$80K - $120K,Blue,44,15,13,6,13451,14835,15754,2,29103,272,2,1
8661,789312033,Attrited Customer,48,F,21,Post-Graduate,Single,Less than $40K,Blue,159,12,4,6,3484,1320,18423,6,21842,46,1,0
8662,778742358,Existing Customer,44,M,21,Graduate,Married,$60K - $80K,Blue,29,10,9,11,4443,0,6307,2,31066,243,2,0
8663,719658858,Existing Customer,50,F,12,Doctorate,Married,Unknown,Silver,179,17,10,2,110186,4584,166461,2,10131,278,1,0
8664,713425383,Attrited Customer,59,F,4,High School,Single,Less than $40K,Blue,50,3,14,12,38773,3343,12734,1,16364,298,1,1
8665,770842833,Attrited Customer,49,F,13,High School,Married,Unknown,Silver,39,3,14,17,178819,2195,76340,1,15879,272,1,0
8666,712029783,Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516,2253,32263,0.853,7836,93,0.603,0.065
8667,718893333,Existing Customer,52,M,16,Graduate,Married,$60K - $80K,Blue,43,15,13,11,17142,12242,21578,2,31033,268,2,1
8668,711203658,Existing Customer,46,M,16,Graduate,Unknown,$40K - $60K,Blue,41,15,26,6,2112,7933,1212,2,32008,281,2,3
8669,718567758,Existing Customer,41,M,3,College,Married,$40K - $60K,Blue,116,9,9,10,53681,1988,7998,4,35736,58,3,0
8670,771719283,Existing Customer,39,F,12,Doctorate,Married,Less than $40K,Blue,135,12,5,2,27412,2896,37292,2,12738,350,1,1
8671,717926358,Existing Customer,46,F,10,Graduate,Single,Less than $40K,Blue,36,15,4,0,5136,12625,4449,2,34418,249,2,2
8672,779751258,Existing Customer,45,F,10,Graduate,Married,Less than $40K,Blue,37,10,4,11,1819,6973,1013,2,34811,262,2,3
8673,774491958,Existing Customer,53,M,13,High School,Single,$60K - $80K,Blue,51,3,5,17,32266,2996,10311,1,27537,410,1,1
8674,713428833,Existing Customer,42,M,3,Unknown,Married,$80K - $120K,Blue,32,2,1,3,7537,1239,6298,0.854,7613,90,0.579,0.164
8675,714166833,Existing Customer,44,F,16,Graduate,Single,Less than $40K,Silver,41,15,13,11,12723,8440,16161,2,32219,246,3,1
8676,809464608,Attrited Customer,47,F,13,High School,Married,Unknown,Silver,33,4,14,12,178819,4339,73483,1,8945,224,1,0
8677,789681708,Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516,713,33803,0.772,7750,82,0.608,0.021
8678,713102733,Existing Customer,38,F,16,Graduate,Single,Less than $40K,Gold,37,10,13,11,14946,10409,18873,2,33868,300,2,1
8679,715195383,Existing Customer,46,F,16,Graduate,Divorced,Less than $40K,Blue,43,15,9,11,2235,9578,1017,1,31612,323,2,3
8680,812408058,Existing Customer,39,M,2,Unknown,Unknown,$120K +,Blue,34,2,2,2,34516,1082,33434,0.629,7845,92,0.533,0.031
8681,787226508,Existing Customer,47,M,7,College,Single,$60K - $80K,Blue,148,6,7,15,104582,1940,16691,4,35054,52,3,0
8682,713537733,Existing Customer,46,M,12,Doctorate,Unknown,$60K - $80K,Gold,179,12,10,5,110186,3119,169901,2,10908,362,1,0
8683,715170183,Existing Customer,45,M,10,Graduate,Married,$40K - $60K,Blue,43,10,4,17,3492,12454,2153,2,29173,262,2,3
8684,717109983,Existing Customer,50,F,9,High School,Married,$40K - $60K,Blue,42,4,9,12,11786,3686,315,1,25821,442,2,4
8685,713208033,Existing Customer,43,F,13,High School,Married,Less than $40K,Blue,39,3,14,0,38079,2345,13756,1,25526,341,2,1
8686,712788258,Existing Customer,48,M,10,College,Married,$40K - $60K,Blue,123,6,4,5,9613,2094,435,4,35410,51,4,3
8687,758382183,Existing Customer,50,F,16,Graduate,Unknown,Less than $40K,Blue,52,10,13,17,3972,4650,4592,2,33831,297,2,1
8688,715469583,Existing Customer,40,F,10,Graduate,Unknown,$40K - $60K,Blue,43,15,4,11,1997,7368,1176,2,32161,281,2,3
8689,709235058,Existing Customer,46,M,14,College,Married,$40K - $60K,Silver,130,9,4,10,95260,2524,14769,4,39148,56,3,0
8690,714786483,Existing Customer,45,M,14,College,Single,$60K - $80K,Blue,127,6,4,15,67566,1767,10488,3,35956,52,3,0
8691,713299758,Existing Customer,53,M,4,High School,Single,Less than $40K,Blue,39,4,14,17,46518,2222,17660,1,24671,463,2,1
8692,771912408,Existing Customer,49,F,10,Graduate,Married,Less than $40K,Blue,46,15,13,6,6239,8263,6997,2,30864,294,2,1
8693,721445658,Existing Customer,52,F,10,Post-Graduate,Single,Less than $40K,Blue,142,12,4,6,5635,4813,24758,5,36228,79,1,0
8694,719787633,Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,43,15,9,6,32269,11275,43269,2,31141,294,2,0
8695,713697933,Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,33252,0.774,7827,77,0.54,0.037
8696,712208658,Existing Customer,43,M,9,High School,Single,$60K - $80K,Blue,36,1,9,6,68205,2164,27350,1,27011,506,2,0
